timestamp,open,high,low,close,volume
2024-04-25 19:00:00,3155.81,3167.7,3102.0,3131.3,252522.655
2024-04-26 19:00:00,3131.3,3285.0,3066.74,3255.56,323811.1919
2024-04-27 19:00:00,3255.55,3357.4,3250.45,3263.45,304766.009
2024-04-28 19:00:00,3263.44,3286.95,3115.13,3216.73,421831.2912
2024-04-29 19:00:00,3216.74,3250.95,2921.0,3014.05,561717.4866
2024-04-30 19:00:00,3014.04,3023.24,2817.0,2972.46,624963.7773
2024-05-01 19:00:00,2972.46,3016.72,2893.26,2986.19,365939.7191
2024-05-02 19:00:00,2986.19,3126.99,2958.32,3102.61,355825.8391
2024-05-03 19:00:00,3102.61,3168.0,3092.85,3117.23,196263.9488
2024-05-04 19:00:00,3117.24,3171.93,3072.99,3136.41,218760.2662
2024-05-05 19:00:00,3136.4,3221.4,3046.35,3062.6,355135.3027
2024-05-06 19:00:00,3062.59,3129.85,2998.0,3005.69,298796.6829
2024-05-07 19:00:00,3005.69,3038.15,2936.48,2974.21,266934.8125
2024-05-08 19:00:00,2974.2,3059.0,2950.77,3036.23,238561.7462
2024-05-09 19:00:00,3036.24,3053.89,2878.03,2909.99,327855.8758
2024-05-10 19:00:00,2909.98,2945.67,2886.46,2912.45,138163.1087
2024-05-11 19:00:00,2912.45,2955.2,2901.17,2929.29,107670.6323
2024-05-12 19:00:00,2929.3,2996.4,2864.76,2950.99,368664.7648
2024-05-13 19:00:00,2950.99,2960.6,2862.0,2881.93,269675.3037
2024-05-14 19:00:00,2881.93,3041.36,2863.75,3032.55,350254.3188
2024-05-15 19:00:00,3032.55,3041.24,2922.8,2944.7,293874.1513
2024-05-16 19:00:00,2944.7,3120.0,2933.06,3092.01,357724.7731
2024-05-17 19:00:00,3092.0,3146.98,3083.61,3122.94,199976.5456
2024-05-18 19:00:00,3122.94,3136.64,3053.38,3071.19,166145.0102
2024-05-19 19:00:00,3071.2,3694.0,3047.67,3661.78,847107.8828
2024-05-20 19:00:00,3661.79,3841.54,3624.28,3789.6,952437.2694
2024-05-21 19:00:00,3789.59,3813.69,3653.15,3737.73,574938.3099
2024-05-22 19:00:00,3737.72,3949.29,3498.0,3783.61,1127866.076
2024-05-23 19:00:00,3783.6,3829.61,3626.1,3728.28,479418.4318
2024-05-24 19:00:00,3728.28,3779.43,3709.03,3749.26,158711.8992
2024-05-25 19:00:00,3749.25,3884.2,3731.17,3826.47,292208.2937
2024-05-26 19:00:00,3826.47,3977.0,3823.37,3894.22,363717.6473
2024-05-27 19:00:00,3894.21,3931.09,3773.9,3844.69,416249.8344
2024-05-28 19:00:00,3844.69,3888.55,3742.59,3767.43,334759.6348
2024-05-29 19:00:00,3767.44,3825.35,3702.58,3747.91,277034.2894
2024-05-30 19:00:00,3747.9,3849.94,3723.75,3762.29,273406.766
2024-05-31 19:00:00,3762.29,3833.3,3752.67,3815.82,132687.2006
2024-06-01 19:00:00,3815.82,3838.59,3752.62,3780.91,210295.4407
2024-06-02 19:00:00,3780.92,3849.99,3758.43,3767.06,248848.702
2024-06-03 19:00:00,3767.07,3831.65,3730.0,3810.23,232063.7468
2024-06-04 19:00:00,3810.23,3887.47,3777.33,3865.99,273738.6035
2024-06-05 19:00:00,3866.0,3878.6,3760.0,3813.46,237504.1905
2024-06-06 19:00:00,3813.47,3841.39,3600.0,3678.32,362223.3594
2024-06-07 19:00:00,3678.31,3709.5,3660.08,3681.57,140550.8394
2024-06-08 19:00:00,3681.58,3721.52,3666.36,3706.4,103451.102
2024-06-09 19:00:00,3706.4,3713.67,3642.74,3667.85,156363.1846
2024-06-10 19:00:00,3667.85,3673.0,3432.0,3497.33,439568.5978
2024-06-11 19:00:00,3497.33,3659.01,3462.07,3560.12,387043.774
2024-06-12 19:00:00,3560.13,3561.65,3428.0,3469.4,300230.8299
2024-06-13 19:00:00,3469.4,3532.61,3362.26,3481.8,322316.4214
2024-06-14 19:00:00,3481.8,3594.39,3473.1,3568.74,246649.5894
2024-06-15 19:00:00,3568.75,3653.79,3541.05,3624.41,149839.982
2024-06-16 19:00:00,3624.41,3638.37,3463.39,3511.46,337805.6402
2024-06-17 19:00:00,3511.47,3517.2,3355.0,3483.42,449913.3014
2024-06-18 19:00:00,3483.42,3590.01,3465.65,3560.51,321500.0027
2024-06-19 19:00:00,3560.51,3625.96,3486.0,3513.08,329117.8453
2024-06-20 19:00:00,3513.08,3547.55,3446.82,3518.5,342155.102
2024-06-21 19:00:00,3518.5,3521.19,3475.09,3495.75,115774.6157
2024-06-22 19:00:00,3495.76,3521.45,3406.38,3420.91,133411.4304
2024-06-23 19:00:00,3420.91,3435.76,3240.0,3352.73,543370.4229
2024-06-24 19:00:00,3352.74,3430.88,3336.76,3394.91,240036.2236
2024-06-25 19:00:00,3394.91,3426.75,3325.01,3371.44,206949.3418
2024-06-26 19:00:00,3371.77,3477.0,3361.74,3450.44,201041.6609
2024-06-27 19:00:00,3450.44,3487.7,3365.22,3380.15,221634.3435
2024-06-28 19:00:00,3380.15,3408.32,3371.86,3378.8,88329.7651
2024-06-29 19:00:00,3378.8,3460.0,3352.66,3438.16,141221.6185
2024-06-30 19:00:00,3438.16,3524.94,3423.78,3442.2,224273.2122
