timestamp,open,high,low,close,volume
2024-04-25 19:00:00,0.4705,0.4789,0.4607,0.4631,83089637.1
2024-04-26 19:00:00,0.4631,0.4701,0.444,0.4675,95742384.2
2024-04-27 19:00:00,0.4675,0.4785,0.4583,0.4603,64574729.5
2024-04-28 19:00:00,0.4602,0.4638,0.4463,0.4571,76427014.0
2024-04-29 19:00:00,0.4572,0.4632,0.4254,0.4412,126093063.6
2024-04-30 19:00:00,0.4412,0.4579,0.4184,0.4501,163802414.7
2024-05-01 19:00:00,0.4501,0.4625,0.4386,0.4578,93572218.4
2024-05-02 19:00:00,0.4577,0.4736,0.4462,0.4673,97178116.8
2024-05-03 19:00:00,0.4674,0.4759,0.4623,0.4633,61758692.4
2024-05-04 19:00:00,0.4633,0.4661,0.4521,0.458,65843432.5
2024-05-05 19:00:00,0.4579,0.4757,0.4513,0.4541,100853816.9
2024-05-06 19:00:00,0.454,0.4567,0.4407,0.4414,86403537.3
2024-05-07 19:00:00,0.4413,0.469,0.4363,0.4518,155420658.9
2024-05-08 19:00:00,0.4517,0.4645,0.4469,0.4635,85381130.6
2024-05-09 19:00:00,0.4635,0.4688,0.4431,0.4479,86117375.2
2024-05-10 19:00:00,0.4479,0.4511,0.4379,0.439,44305780.0
2024-05-11 19:00:00,0.4388,0.4436,0.4331,0.4377,33671129.0
2024-05-12 19:00:00,0.4378,0.4532,0.4251,0.4368,108437847.9
2024-05-13 19:00:00,0.4367,0.4386,0.426,0.4285,77134834.9
2024-05-14 19:00:00,0.4285,0.4558,0.4258,0.4524,87948334.1
2024-05-15 19:00:00,0.4525,0.4627,0.4485,0.4597,94019232.9
2024-05-16 19:00:00,0.4598,0.4907,0.455,0.4824,108680341.7
2024-05-17 19:00:00,0.4825,0.486,0.4755,0.482,45922360.7
2024-05-18 19:00:00,0.4819,0.484,0.4645,0.4672,52848896.0
2024-05-19 19:00:00,0.4672,0.5033,0.4605,0.502,152399432.6
2024-05-20 19:00:00,0.5021,0.5106,0.4906,0.4946,140920414.1
2024-05-21 19:00:00,0.4946,0.4954,0.4746,0.4835,100783629.4
2024-05-22 19:00:00,0.4835,0.4885,0.444,0.4656,164392270.6
2024-05-23 19:00:00,0.4655,0.4696,0.4541,0.4601,79004514.8
2024-05-24 19:00:00,0.4601,0.4647,0.4572,0.4623,52870401.3
2024-05-25 19:00:00,0.4623,0.463,0.455,0.4581,47905238.8
2024-05-26 19:00:00,0.4581,0.475,0.4566,0.4683,77194284.1
2024-05-27 19:00:00,0.4683,0.4694,0.452,0.4576,103514209.4
2024-05-28 19:00:00,0.4577,0.4642,0.45,0.4512,86483314.0
2024-05-29 19:00:00,0.451,0.4556,0.4432,0.4465,88752476.4
2024-05-30 19:00:00,0.4465,0.4559,0.4436,0.447,62854052.2
2024-05-31 19:00:00,0.447,0.4533,0.445,0.4499,31130909.6
2024-06-01 19:00:00,0.4499,0.4541,0.4406,0.4465,59363693.5
2024-06-02 19:00:00,0.4465,0.4632,0.4434,0.4573,75171575.4
2024-06-03 19:00:00,0.4574,0.4656,0.4526,0.4615,61587251.6
2024-06-04 19:00:00,0.4615,0.4654,0.457,0.4613,63025277.7
2024-06-05 19:00:00,0.4612,0.4621,0.4505,0.4582,60496507.5
2024-06-06 19:00:00,0.4582,0.49,0.4253,0.4492,239701551.5
2024-06-07 19:00:00,0.4493,0.4493,0.4322,0.4368,89241948.8
2024-06-08 19:00:00,0.4367,0.4462,0.4318,0.4442,42256582.2
2024-06-09 19:00:00,0.4442,0.4513,0.4349,0.4406,86969425.3
2024-06-10 19:00:00,0.4406,0.4419,0.4128,0.422,138567339.0
2024-06-11 19:00:00,0.4219,0.4445,0.4144,0.4378,121613605.3
2024-06-12 19:00:00,0.4377,0.4392,0.4191,0.421,110639835.0
2024-06-13 19:00:00,0.4209,0.4248,0.4,0.412,116922808.4
2024-06-14 19:00:00,0.4121,0.4158,0.4082,0.414,47189963.7
2024-06-15 19:00:00,0.414,0.4193,0.409,0.4168,37640933.2
2024-06-16 19:00:00,0.4167,0.421,0.3901,0.4013,124025287.9
2024-06-17 19:00:00,0.4013,0.4027,0.3575,0.3837,215871708.0
2024-06-18 19:00:00,0.3836,0.3978,0.3801,0.3844,84821749.0
2024-06-19 19:00:00,0.3845,0.3974,0.3772,0.3844,81788373.7
2024-06-20 19:00:00,0.3844,0.3909,0.3736,0.376,77104500.3
2024-06-21 19:00:00,0.376,0.3912,0.3714,0.3846,76900986.8
2024-06-22 19:00:00,0.3847,0.3934,0.3785,0.38,56593832.5
2024-06-23 19:00:00,0.3801,0.3817,0.361,0.3777,119340661.4
2024-06-24 19:00:00,0.3777,0.3974,0.3769,0.3918,70104337.4
2024-06-25 19:00:00,0.3918,0.3965,0.3824,0.385,80311716.8
2024-06-26 19:00:00,0.385,0.3941,0.3777,0.3913,83592286.9
2024-06-27 19:00:00,0.3913,0.397,0.3851,0.3858,92147447.1
2024-06-28 19:00:00,0.3858,0.4039,0.3832,0.3841,70624426.8
2024-06-29 19:00:00,0.384,0.3944,0.3785,0.3924,52136153.2
2024-06-30 19:00:00,0.3925,0.4086,0.3915,0.4032,70915901.7
2024-07-01 19:00:00,0.4033,0.4198,0.4027,0.4184,67487705.8
2024-07-02 19:00:00,0.4184,0.4235,0.4001,0.4069,98718851.9
2024-07-03 19:00:00,0.407,0.4139,0.3614,0.3623,149416521.3
2024-07-04 19:00:00,0.3622,0.3623,0.3165,0.3501,323282253.6
2024-07-05 19:00:00,0.3501,0.3733,0.3464,0.3707,90921251.5
2024-07-06 19:00:00,0.3707,0.3716,0.3444,0.3466,74443934.6
2024-07-07 19:00:00,0.3467,0.3802,0.3301,0.3691,178789658.0
2024-07-08 19:00:00,0.3691,0.3809,0.3626,0.3754,71495085.0
2024-07-09 19:00:00,0.3755,0.39,0.3717,0.3885,63358979.6
2024-07-10 19:00:00,0.3885,0.405,0.3844,0.3959,87567536.7
2024-07-11 19:00:00,0.396,0.4181,0.3932,0.4165,100898164.4
2024-07-12 19:00:00,0.4166,0.4464,0.4115,0.4416,98135951.1
2024-07-13 19:00:00,0.4416,0.445,0.4248,0.4317,101540405.4
2024-07-14 19:00:00,0.4317,0.4458,0.431,0.4449,125566239.6
2024-07-15 19:00:00,0.4449,0.4526,0.4264,0.4381,126834589.9
