date,open,high,low,close,volume,average,barCount
2024-04-29,0.448,0.4531,0.4311,0.4433,18836656.0,0.443875,90
2024-04-30,0.4438,0.4487,0.4023,0.4183,29018510.0,0.42827499999999996,90
2024-05-01,0.4183,0.43,0.3959,0.4242,35028269.0,0.4171,90
2024-05-02,0.4241,0.439,0.4119,0.4338,19223867.0,0.42719999999999997,90
2024-05-03,0.434,0.455,0.428,0.4511,17617350.0,0.442025,90
2024-05-04,0.4511,0.4558,0.4461,0.4493,14515398.0,0.450575,90
2024-05-05,0.4492,0.4581,0.4409,0.4517,11692666.0,0.449975,90
2024-05-06,0.4516,0.4709,0.4424,0.4427,22040175.0,0.45189999999999997,90
2024-05-07,0.4428,0.4476,0.4311,0.4328,19074427.0,0.43857500000000005,90
2024-05-08,0.4327,0.4393,0.4194,0.4309,14940469.0,0.430575,90
2024-05-09,0.4307,0.4459,0.4212,0.4425,10325362.0,0.435075,90
2024-05-10,0.4425,0.4497,0.418,0.4222,17205618.0,0.43310000000000004,90
2024-05-11,0.4221,0.43,0.4191,0.4201,7488736.0,0.42282499999999995,90
2024-05-12,0.4202,0.4258,0.4137,0.4165,7366830.0,0.41905000000000003,90
2024-05-13,0.4167,0.4279,0.4007,0.4164,12620839.0,0.41542500000000004,90
2024-05-14,0.4164,0.419,0.4049,0.4062,11811027.0,0.411625,90
2024-05-15,0.4064,0.4429,0.4041,0.4383,14945417.0,0.422925,90
2024-05-16,0.4383,0.4424,0.4246,0.4367,15459026.0,0.4355,90
2024-05-17,0.4367,0.4553,0.4317,0.4479,11250227.0,0.44289999999999996,90
2024-05-18,0.4478,0.4498,0.4412,0.4465,6551398.0,0.44632499999999997,90
2024-05-19,0.4465,0.4503,0.423,0.4253,10224444.0,0.436275,90
2024-05-20,0.4253,0.468,0.4195,0.467,25900974.0,0.44495,90
2024-05-21,0.4673,0.4742,0.4606,0.4661,21656991.0,0.46704999999999997,90
2024-05-22,0.4662,0.4696,0.4501,0.4563,16348276.0,0.46054999999999996,90
2024-05-23,0.4566,0.4648,0.4152,0.4423,27635696.0,0.44472500000000004,90
2024-05-24,0.4424,0.453,0.433,0.4476,14102328.0,0.444,90
2024-05-25,0.4476,0.4597,0.4464,0.4565,10717948.0,0.45255,90
2024-05-26,0.4565,0.4574,0.4377,0.4411,9497610.0,0.448175,90
2024-05-27,0.4411,0.4679,0.4373,0.4592,13817865.0,0.451375,90
2024-05-28,0.4592,0.4624,0.4404,0.4497,18880304.0,0.452925,90
2024-05-29,0.4496,0.4617,0.4421,0.4435,15898007.0,0.449225,90
2024-05-30,0.4434,0.4516,0.4287,0.4385,13236895.0,0.44055,90
2024-05-31,0.4385,0.4413,0.4251,0.4321,13844289.0,0.43424999999999997,90
2024-06-01,0.4321,0.4439,0.4302,0.438,8651977.0,0.43605,90
2024-06-02,0.4379,0.4525,0.4355,0.4359,23001234.0,0.44045,90
2024-06-03,0.4359,0.472,0.43,0.4532,37544052.0,0.447775,90
2024-06-04,0.4534,0.464,0.4447,0.4624,21527413.0,0.45612499999999995,90
2024-06-05,0.4624,0.4762,0.4603,0.471,18048333.0,0.467475,90
2024-06-06,0.471,0.4915,0.4624,0.4733,34778622.0,0.47454999999999997,90
2024-06-07,0.4734,0.48,0.4,0.4344,39957217.0,0.44695000000000007,90
2024-06-08,0.4343,0.4377,0.4059,0.4104,29055316.0,0.422075,90
2024-06-09,0.4102,0.424,0.4018,0.4224,12421668.0,0.41459999999999997,90
2024-06-10,0.4223,0.4255,0.4099,0.4132,12757378.0,0.417725,90
2024-06-11,0.4133,0.4154,0.3853,0.3928,24444931.0,0.4017,90
2024-06-12,0.3928,0.4183,0.3845,0.4111,14873466.0,0.401675,90
2024-06-13,0.4112,0.412,0.3884,0.3928,11373121.0,0.4011,90
2024-06-14,0.3929,0.3982,0.3697,0.3786,17338859.0,0.38485,90
2024-06-15,0.3787,0.3864,0.3765,0.3841,5923649.0,0.381425,90
2024-06-16,0.3841,0.3869,0.3792,0.383,6263353.0,0.3833,90
2024-06-17,0.3831,0.3852,0.3324,0.3371,32877936.0,0.35945,90
2024-06-18,0.3373,0.37,0.2924,0.3121,50467059.0,0.32795,90
2024-06-19,0.3121,0.3275,0.3098,0.3242,17167802.0,0.3184,90
2024-06-20,0.3241,0.3415,0.3224,0.3299,14858364.0,0.329475,90
2024-06-21,0.3299,0.3384,0.3261,0.3317,10553912.0,0.33152499999999996,90
2024-06-22,0.3318,0.3339,0.3271,0.3307,5497910.0,0.330875,90
2024-06-23,0.3308,0.3357,0.3175,0.3212,7940829.0,0.3263,90
2024-06-24,0.3214,0.3282,0.3045,0.3277,19407649.0,0.32045,90
2024-06-25,0.3277,0.3413,0.326,0.3376,10224030.0,0.33315000000000006,90
2024-06-26,0.3374,0.3404,0.3287,0.334,7792912.0,0.335125,90
2024-06-27,0.334,0.3439,0.3287,0.3407,7570280.0,0.336825,90
2024-06-28,0.3406,0.3451,0.3353,0.3361,7691032.0,0.339275,90
2024-06-29,0.3362,0.3426,0.3244,0.3258,5116367.0,0.33225000000000005,90
2024-06-30,0.3259,0.3331,0.3223,0.3314,7157914.0,0.328175,90
2024-07-01,0.3315,0.3368,0.3258,0.328,6587936.0,0.330525,90
2024-07-02,0.3279,0.3364,0.3234,0.3302,6014251.0,0.329475,90
2024-07-03,0.3301,0.3317,0.3107,0.3136,11066423.0,0.32152499999999995,90
2024-07-04,0.3137,0.3164,0.2794,0.2819,23131997.0,0.29785,90
2024-07-05,0.2819,0.2852,0.2454,0.2809,53608669.1,0.27335,90
2024-07-06,0.2809,0.3058,0.2784,0.3045,13144065.0,0.2924,90
2024-07-07,0.3046,0.3054,0.2821,0.2839,10618752.0,0.294,90
2024-07-08,0.2839,0.3042,0.2704,0.2911,21696382.0,0.2874,90
2024-07-09,0.2911,0.2986,0.2888,0.297,14910608.0,0.293875,90
2024-07-10,0.297,0.3051,0.2932,0.3012,11200222.0,0.299125,90
2024-07-11,0.301,0.3107,0.2968,0.2989,9351606.0,0.30184999999999995,90
2024-07-12,0.2989,0.3119,0.2961,0.3117,6905202.0,0.30465,90
2024-07-13,0.3118,0.3186,0.3094,0.3167,6062480.0,0.314125,90
2024-07-14,0.3167,0.3263,0.3127,0.3237,8408670.0,0.31984999999999997,90
2024-07-15,0.3237,0.3424,0.3227,0.3397,10725709.0,0.332125,90
2024-07-16,0.3396,0.3437,0.3232,0.3358,12078115.0,0.33557499999999996,90
2024-07-17,0.3359,0.3455,0.3326,0.3335,10653345.0,0.33687500000000004,90
2024-07-18,0.3336,0.3484,0.3156,0.3217,19203789.0,0.329825,90
2024-07-19,0.3217,0.3441,0.3156,0.3412,14509919.0,0.33065,90
2024-07-20,0.3411,0.35,0.3383,0.3458,9348496.0,0.3438,90
2024-07-21,0.3458,0.3505,0.328,0.3481,10708900.0,0.3431,90
2024-07-22,0.3482,0.3495,0.3285,0.332,8395356.0,0.33955,90
2024-07-23,0.3319,0.338,0.316,0.3208,10138735.0,0.326675,90
2024-07-24,0.3208,0.3323,0.3159,0.3187,10237773.0,0.321925,90
2024-07-25,0.3185,0.32,0.2966,0.3067,12823756.0,0.31045,90
2024-07-26,0.3068,0.3295,0.3063,0.3288,9074600.0,0.31785,90
2024-07-27,0.3287,0.3408,0.3259,0.3363,8748780.0,0.332925,90
