date,open,high,low,close,volume,average,barCount
2024-07-01,75.32,75.96,74.17,74.38,270636.833,74.9575,90
2024-07-02,74.38,76.21,74.28,76.04,243844.128,75.22749999999999,90
2024-07-03,76.04,76.21,71.78,72.08,393529.358,74.0275,90
2024-07-04,72.08,72.42,65.0,65.42,534114.975,68.73,90
2024-07-05,65.42,65.58,56.86,61.85,1437934.907,62.4275,90
2024-07-06,61.85,65.67,61.4,65.39,320005.364,63.5775,90
2024-07-07,65.4,65.57,61.63,62.05,287837.524,63.662499999999994,90
2024-07-08,62.04,67.03,59.25,64.92,542865.4,63.31,90
2024-07-09,64.92,66.3,64.26,65.3,237630.526,65.19500000000001,90
2024-07-10,65.31,67.3,64.5,66.96,288677.299,66.0175,90
2024-07-11,66.96,69.14,66.42,67.36,294587.381,67.47,90
2024-07-12,67.36,69.42,66.78,69.25,401927.86,68.2025,90
2024-07-13,69.26,70.68,69.13,69.82,258768.927,69.7225,90
2024-07-14,69.82,70.51,69.23,69.92,228944.765,69.87,90
2024-07-15,69.91,72.53,69.67,72.29,435940.946,71.10000000000001,90
2024-07-16,72.29,74.09,70.34,73.21,435389.184,72.4825,90
2024-07-17,73.2,74.25,71.12,71.38,344202.11,72.4875,90
2024-07-18,71.37,72.95,70.5,71.63,238896.669,71.6125,90
2024-07-19,71.64,74.13,69.67,73.4,356994.208,72.21000000000001,90
2024-07-20,73.41,73.92,72.31,73.03,199919.213,73.16749999999999,90
2024-07-21,73.04,74.13,71.21,73.98,264424.146,73.09,90
2024-07-22,73.99,74.61,70.7,71.26,371305.96,72.64,90
2024-07-23,71.25,73.11,70.43,72.92,353283.963,71.92750000000001,90
2024-07-24,72.92,73.67,70.74,71.29,261735.815,72.155,90
2024-07-25,71.28,71.66,67.29,68.79,410661.569,69.75500000000001,90
2024-07-26,68.8,71.7,68.76,71.31,234994.905,70.1425,90
2024-07-27,71.31,72.37,71.12,71.47,175943.819,71.5675,90
