date,open,high,low,close,volume,average,barCount
2024-04-29,83.98,85.64,81.73,83.51,519097.015,83.715,90
2024-04-30,83.52,84.56,77.19,79.49,616460.343,81.19,90
2024-05-01,79.48,80.89,74.6,80.17,713810.495,78.785,90
2024-05-02,80.17,81.28,78.66,80.02,398879.396,80.0325,90
2024-05-03,80.03,82.62,79.33,81.85,426096.048,80.95750000000001,90
2024-05-04,81.86,83.01,81.42,81.66,294701.796,81.98750000000001,90
2024-05-05,81.66,81.78,80.37,81.32,336649.505,81.2825,90
2024-05-06,81.32,84.2,80.01,80.79,580780.594,81.58,90
2024-05-07,80.79,82.65,79.78,80.84,493066.083,81.015,90
2024-05-08,80.82,82.33,79.32,81.7,486202.438,81.04249999999999,90
2024-05-09,81.69,83.16,80.7,83.08,352236.765,82.1575,90
2024-05-10,83.07,83.48,79.55,80.22,420451.976,81.58000000000001,90
2024-05-11,80.22,82.29,80.13,81.39,258119.13,81.0075,90
2024-05-12,81.39,82.18,80.84,81.41,186561.698,81.455,90
2024-05-13,81.42,82.61,78.95,80.62,448137.788,80.9,90
2024-05-14,80.62,81.67,78.53,78.79,482795.267,79.9025,90
2024-05-15,78.77,82.87,78.23,82.45,464809.116,80.58,90
2024-05-16,82.45,83.24,81.37,82.43,347670.919,82.3725,90
2024-05-17,82.43,84.23,81.92,84.14,326396.421,83.18,90
2024-05-18,84.15,84.81,83.43,83.84,215539.473,84.0575,90
2024-05-19,83.84,84.38,81.77,82.4,227737.175,83.0975,90
2024-05-20,82.4,89.11,82.39,88.64,599212.269,85.63499999999999,90
2024-05-21,88.64,89.63,87.0,88.26,905649.076,88.3825,90
2024-05-22,88.26,88.48,84.88,85.78,537922.52,86.85,90
2024-05-23,85.78,87.95,80.53,85.45,984635.687,84.92750000000001,90
2024-05-24,85.45,86.48,84.01,85.0,591773.875,85.235,90
2024-05-25,85.0,85.98,84.43,84.98,251017.316,85.09750000000001,90
2024-05-26,84.99,85.26,83.54,83.9,279388.435,84.42250000000001,90
2024-05-27,83.91,86.43,83.82,85.24,346465.824,84.85,90
2024-05-28,85.24,85.54,82.06,83.44,475207.661,84.07,90
2024-05-29,83.44,84.21,82.63,83.59,334222.342,83.4675,90
2024-05-30,83.58,85.54,81.9,84.42,441661.874,83.86,90
2024-05-31,84.43,84.7,82.02,83.21,355784.532,83.58999999999999,90
2024-06-01,83.21,83.74,82.92,83.48,172096.505,83.3375,90
2024-06-02,83.48,83.53,82.2,83.11,285093.347,83.08,90
2024-06-03,83.11,84.29,82.65,82.82,379200.72,83.2175,90
2024-06-04,82.83,83.7,81.11,83.65,340359.329,82.82249999999999,90
2024-06-05,83.66,85.47,83.49,85.44,302276.545,84.515,90
2024-06-06,85.44,85.84,84.16,84.19,296197.824,84.9075,90
2024-06-07,84.19,84.83,75.0,80.13,782793.301,81.0375,90
2024-06-08,80.13,80.46,78.84,79.97,257436.338,79.85,90
2024-06-09,79.96,80.71,79.49,80.49,163718.623,80.1625,90
2024-06-10,80.5,80.52,79.07,79.66,245521.341,79.9375,90
2024-06-11,79.67,79.85,75.55,77.32,673700.591,78.0975,90
2024-06-12,77.31,79.28,76.33,78.5,474723.842,77.855,90
2024-06-13,78.5,79.79,77.27,79.15,375356.239,78.67750000000001,90
2024-06-14,79.15,80.27,75.9,77.61,513907.515,78.2325,90
2024-06-15,77.61,79.47,77.45,79.23,234242.45,78.44,90
2024-06-16,79.23,80.15,78.63,78.98,189493.659,79.2475,90
2024-06-17,78.99,79.24,75.1,76.59,452907.381,77.47999999999999,90
2024-06-18,76.6,76.77,70.65,72.66,731466.118,74.17,90
2024-06-19,72.66,74.97,72.5,73.77,316900.189,73.475,90
2024-06-20,73.77,75.35,73.24,74.69,371950.598,74.2625,90
2024-06-21,74.7,74.73,72.17,74.17,523545.991,73.94250000000001,90
2024-06-22,74.17,74.88,73.56,74.61,179086.364,74.305,90
2024-06-23,74.6,75.06,73.23,73.37,183031.022,74.065,90
2024-06-24,73.37,73.45,67.5,69.68,712802.629,71.0,90
2024-06-25,69.68,72.03,69.4,71.35,369103.552,70.61500000000001,90
2024-06-26,71.35,71.95,70.36,71.02,286798.118,71.17,90
2024-06-27,71.02,73.35,70.55,73.28,300895.691,72.05000000000001,90
2024-06-28,73.28,74.76,72.54,72.9,412794.018,73.37,90
2024-06-29,72.9,76.9,72.87,74.95,348415.315,74.405,90
2024-06-30,74.94,75.98,74.11,75.31,317637.764,75.08500000000001,90
